Patient Name         : Acuros HN evaluation, RC physics
Patient ID           : Case7_Dm
Comment              : DVHs for one plan
Date                 : 21 November 2016 14:49:53
Exported by          : rcole
Type                 : Cumulative Dose Volume Histogram
Description          : The cumulative DVH displays the percentage (relative)
                       or volume (absolute) of structures that receive a dose
                       equal to or greater than a given dose.

Plan: Case7_Dm
Course: 1
Plan Status: Unapproved
Prescribed dose [Gy]: 65.010
% for dose (%): 100.0

Structure: Artifact_P2
Approval Status: Unapproved
Plan: Case7_Dm
Course: 1
Volume [cm³]: 79.5
Dose Cover.[%]: 100.0
Sampling Cover.[%]: 100.0
Min Dose [%]: 1.3
Max Dose [%]: 110.7
Mean Dose [%]: 64.8
Modal Dose [%]: 105.5
Median Dose [%]: 60.1
STD [%]: 24.6
Equiv. Sphere Diam. [cm]: 5.3
Conformity Index: N/A
Gradient Measure [cm]: N/A

Relative dose [%]           Dose [Gy] Ratio of Total Structure Volume [%]
               66             42.9066                   40.9001
             66.1             42.9716                    40.752
             66.2             43.0366                   40.6032
             66.3             43.1016                   40.4568
             66.4             43.1666                   40.3127
             66.5             43.2316                   40.1597
             66.6             43.2967                    40.017
             66.7             43.3617                   39.8764
             66.8             43.4267                    39.741
             66.9             43.4917                   39.6006
               67             43.5567                   39.4581
             67.1             43.6217                   39.3177
             67.2             43.6867                   39.1805
             67.3             43.7517                   39.0503
             67.4             43.8167                   38.9215
             67.5             43.8817                   38.7822
             67.6             43.9468                   38.6483
             67.7             44.0118                   38.5152
             67.8             44.0768                   38.3856
             67.9             44.1418                   38.2533
               68             44.2068                   38.1271
             68.1             44.2718                   37.9988
             68.2             44.3368                   37.8658
             68.3             44.4018                   37.7387
             68.4             44.4668                   37.6156
             68.5             44.5318                   37.4907
             68.6             44.5969                   37.3671
             68.7             44.6619                   37.2417
             68.8             44.7269                   37.1214
             68.9             44.7919                   37.0043
               69             44.8569                    36.893
             69.1             44.9219                   36.7791
             69.2             44.9869                   36.6575
             69.3             45.0519                   36.5379
             69.4             45.1169                   36.4228
             69.5             45.1819                   36.3108
             69.6              45.247                   36.1975
             69.7              45.312                   36.0847
             69.8              45.377                   35.9726
             69.9              45.442                   35.8622
               70              45.507                   35.7501
             70.1              45.572                   35.6439
